idx	C3L-00102	C3L-00819	C3L-01637	C3L-02606	C3L-02610	C3L-02809	C3L-02899	C3L-03123	C3L-04072	C3N-00436	C3N-00518	C3N-02010	C3N-02589	C3N-02768	C3N-03780
ENSG00000148225.16	9.0118	8.9143	9.3217	9.4517	9.4814	8.6317	8.6019	9.4609	8.932	8.9215	8.9519	9.1516	8.9719	8.672	9.1811
ENSG00000148229.13	9.7518	9.8642	9.7117	9.4017	9.5515	10.0417	9.6618	9.4609	9.7318	9.9617	9.8218	9.7517	9.7818	9.8818	10.0215
ENSG00000148248.14	12.7317	12.9641	12.8017	12.6417	12.5219	12.3017	12.3516	12.8523	12.5516	12.9718	13.2216	12.4218	12.2916	12.4316	12.652
ENSG00000148288.13	8.5419	8.7644	8.9916	8.8516	8.4209	8.5317	8.9819	7.4462	8.3222	8.8715	8.682	8.7416	8.1122	8.772	8.2202
ENSG00000148290.10	9.3818	9.2643	9.5817	9.5217	9.9116	8.7517	7.9721	9.521	9.3419	9.4716	9.6318	8.7115	9.1019	8.982	9.051
ENSG00000148291.10	7.5321	7.6646	7.1313	7.4814	7.7503	7.0018	6.5729	6.8228	7.243	7.6312	7.8823	7.4612	7.3726	7.053	7.4289
ENSG00000148296.7	10.4717	10.1042	10.1617	10.2417	10.1816	9.8917	9.8418	10.3016	10.1318	10.2117	10.2817	10.2617	9.8218	10.0118	10.2416
ENSG00000148297.16	10.1017	10.2642	10.2617	10.3317	10.1716	9.8717	9.4718	9.8713	9.8718	10.4617	10.3517	9.9217	9.7418	10.0818	10.0916
ENSG00000148300.12	9.3518	9.3643	9.2216	9.3817	9.4414	8.9117	8.7919	9.0904	9.3319	9.6716	9.2419	9.2916	9.2219	9.1319	9.4013
ENSG00000148303.17	14.7117	14.9341	14.8617	14.9117	15.2019	14.9517	14.4316	15.4224	14.9516	15.2418	14.9116	14.5718	15.1116	14.7016	15.4321
ENSG00000148308.17	10.0517	9.9442	10.0317	10.1217	10.1916	9.6317	9.4518	9.8813	10.0118	10.2517	10.0817	9.7617	9.6418	9.6918	9.8315
ENSG00000148331.12	9.7717	9.6443	9.9717	9.7617	9.8516	9.1017	8.8419	9.7211	9.6918	9.9017	9.7018	9.7817	9.4318	9.6718	9.4913
ENSG00000148334.15	9.7318	9.6743	9.5117	9.7517	9.7615	8.7017	8.512	9.4809	9.2519	9.6716	9.8518	9.0816	9.1419	8.952	9.3512
ENSG00000148335.14	9.0318	8.9443	8.7716	9.0316	9.0012	8.6617	8.302	8.5195	8.842	8.9616	8.742	8.5015	8.4221	8.4621	8.6607
ENSG00000148337.21	10.4517	10.2942	10.7017	10.6717	10.6317	10.5317	10.3617	10.5517	10.4017	10.6217	10.5817	10.1517	10.3217	10.4417	10.5517
ENSG00000148339.12	10.7417	10.3842	11.4617	10.9717	10.6017	11.0217	10.1317	11.6621	11.3616	10.0717	10.1617	9.9517	10.7817	9.7918	9.5013
ENSG00000148341.17	10.5717	10.5042	10.8317	10.8017	10.9418	9.8117	9.4718	10.8218	10.5017	10.6517	10.4417	10.1817	10.2417	10.0918	10.9618
ENSG00000148343.18	9.4018	9.2343	9.1616	9.2616	9.2914	8.8317	8.7619	8.8501	9.012	9.3916	9.4118	9.1216	8.662	9.0019	9.021
ENSG00000148344.11	7.1023	7.1149	6.471	7.1913	6.4779	7.8218	6.443	5.7523	6.4042	6.9909	8.0622	5.8001	6.4835	6.5536	9.0711
ENSG00000148346.12	12.4317	12.4242	10.8017	11.8817	10.9418	9.3217	10.2517	9.2707	12.1316	12.3818	11.1017	11.1217	11.0417	9.9918	12.842
ENSG00000148356.13	8.8218	8.8544	9.0316	9.0216	8.7411	8.7517	8.6719	8.3792	8.6421	9.0316	8.8719	8.5915	8.3021	8.852	8.5506
ENSG00000148357.16	7.0823	7.5547	7.5314	8.0515	7.7002	8.4517	7.0126	6.1572	7.0133	7.5412	7.2526	6.4807	7.0429	6.6335	6.0941
ENSG00000148358.19	11.4417	11.4642	11.6817	11.6917	11.5618	11.5617	11.8517	11.6321	11.6116	11.4917	11.6117	11.4217	11.4717	11.5816	11.6519
ENSG00000148362.11	8.6319	8.5844	8.5716	8.8316	8.581	8.1118	7.8222	8.0684	8.1024	8.9115	8.9219	8.0414	7.6025	8.3122	8.0901
ENSG00000148377.6	0	0	1.1333	0	0	1.1002	0	0	0	0	0	1.1497	0	0.9882	0
ENSG00000148384.13	8.5119	8.4944	8.6116	8.6516	8.3609	8.1818	7.9621	8.0985	8.0924	8.8415	8.612	8.1414	8.0822	8.0023	8.1702
ENSG00000148386.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148396.18	11.7717	11.2442	12.4217	12.1117	12.1819	11.5117	11.8017	12.6523	11.7516	12.0018	11.7116	11.5217	11.4917	11.6016	11.6219
ENSG00000148399.13	8.7319	8.7644	8.9816	9.0416	9.4514	8.5017	8.222	9.2907	8.5222	9.2116	9.0019	8.7315	8.612	8.722	8.961
ENSG00000148400.12	10.8317	10.6342	11.1917	11.2017	11.0618	10.5917	10.1317	11.1219	10.3717	10.7817	10.4617	10.2617	10.0518	9.9218	10.0616
ENSG00000148408.13	6.4326	7.3648	6.2709	5.8106	4.1112	5.5921	5.5742	6.0865	4.9387	5.4692	8.582	5.9002	7.1328	5.4458	5.5404
ENSG00000148411.8	10.3517	10.1842	10.2317	10.3017	10.1416	10.4117	9.8718	10.0314	10.1218	10.3817	10.2517	10.0017	9.7818	9.9818	10.0916
ENSG00000148426.13	7.7221	7.3348	7.4814	7.8315	7.8003	7.3818	6.503	7.9079	7.6427	7.7512	7.3326	8.2815	7.5225	7.8224	8.01
ENSG00000148429.14	10.5617	10.4742	10.5717	10.5517	10.5017	10.4717	10.3917	10.8919	10.7217	10.4017	10.2217	10.8217	10.6717	10.5717	11.0318
ENSG00000148444.16	9.3518	9.4943	9.3417	9.3117	9.3014	9.5217	9.5218	9.4008	9.9018	9.5916	9.3119	9.3716	9.7018	9.6718	9.8415
ENSG00000148450.13	9.1318	9.2843	9.3317	9.5917	9.6115	9.1917	8.7919	10.3016	9.1919	9.5116	9.1419	9.3916	9.2719	9.1219	9.9815
ENSG00000148459.16	6.4826	6.2355	6.421	6.5211	6.0666	6.5019	6.7728	6.3592	6.6338	6.2603	6.6432	6.8309	6.4535	6.6634	6.5965
ENSG00000148468.17	10.4217	10.2442	11.2417	10.8617	11.6018	9.6817	9.7218	11.0819	10.7917	10.7017	9.4318	10.6817	10.4817	10.4917	10.5917
ENSG00000148481.14	9.5918	9.6743	9.6617	9.4817	9.7815	10.1117	10.0117	10.0614	9.7218	9.4716	9.6618	9.9517	10.0618	10.1517	9.9315
ENSG00000148482.12	2.923	2.236	2.3696	1.6214	0	1.9863	2.2183	2.6481	2.6081	3.2698	0.9183	1.6417	0.9136	2.1636	0
ENSG00000148483.9	8.2519	8.3345	7.4914	6.9112	6.909	8.3618	8.182	7.1548	7.0632	8.1014	10.1717	7.7813	7.3826	7.2028	8.5506
ENSG00000148484.18	10.7817	11.0642	10.9517	11.2317	10.5017	11.4317	11.3817	11.6421	11.3116	11.4617	10.9017	11.0717	11.4717	11.3917	11.6119
ENSG00000148488.17	5.4636	5.3566	4.7394	4.7594	5.4035	7.5718	6.1633	5.0294	4.0846	5.1485	5.9442	4.6079	5.4953	5.6154	5.5807
ENSG00000148498.16	11.5117	11.6042	11.7417	11.7217	11.7018	11.2017	11.4317	12.1622	11.7816	11.6517	11.3117	11.6517	11.8416	11.5616	12.162
ENSG00000148513.18	2.2498	2.7197	1.6214	2.6316	3.0902	7.2718	1.4958	1.4627	0.8857	3.421	1.4701	1.0466	2.6584	2.1636	1.9034
ENSG00000148516.21	11.6317	12.4842	11.4517	11.7417	10.9018	13.0917	13.0816	10.3316	11.4916	12.0318	12.4016	12.1418	11.9416	12.7416	11.6719
ENSG00000148541.13	7.4621	8.5044	8.4316	8.3916	8.561	10.4317	9.3518	8.2789	7.5327	9.0816	9.2919	7.8314	8.552	8.912	8.2002
ENSG00000148572.16	9.2618	9.4743	9.0116	9.0716	8.8712	9.6917	9.5918	8.79	9.4119	9.5716	9.2019	9.1616	9.3319	9.6018	9.2212
ENSG00000148584.15	9.7817	9.7343	9.7117	9.0016	9.4814	7.7718	8.7519	8.9102	8.7221	9.4316	10.0218	9.7617	9.9618	8.4521	10.2816
ENSG00000148600.15	3.4992	5.3566	5.15	5.6405	5.8959	5.3421	5.5143	3.0023	4.4715	5.1084	5.6448	4.0862	4.8275	5.6852	2.3597
ENSG00000148602.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148604.15	0	0	0	0	0	0.9909	0	2.6481	2.1326	0	0.9183	1.0466	1.8683	0	1.9034
ENSG00000148606.13	10.1917	10.0842	10.2417	10.1317	10.1216	9.8817	10.0517	10.3616	10.2217	10.1817	10.2317	10.3117	10.0518	10.1417	9.9715
ENSG00000148634.15	11.3017	11.1542	11.0417	11.0517	11.1218	11.4417	11.5817	11.272	11.3516	11.1117	11.1817	11.3517	11.4617	11.6016	11.5619
ENSG00000148655.15	8.8418	8.9843	9.0916	8.8616	8.7611	7.5718	8.0221	8.3992	8.6421	8.5315	7.6524	8.7516	9.0419	8.672	8.5706
ENSG00000148660.20	9.8317	9.8842	9.8317	9.5917	9.6115	10.3617	9.4318	9.551	9.4919	9.9717	10.3117	9.4916	9.4718	9.6918	9.8415
ENSG00000148671.14	10.1217	10.2842	8.9016	8.5616	10.5217	12.3517	8.7219	9.7011	8.2423	9.9517	10.8117	8.2715	9.5918	8.672	9.4813
ENSG00000148672.9	12.3317	12.2642	12.0417	12.3017	12.3519	12.5717	12.2217	12.2122	12.4916	12.2618	12.3016	12.1918	12.3816	12.1016	12.562
ENSG00000148677.6	5.6633	5.8759	4.9197	5.6705	4.6981	3.793	6.3831	4.6805	5.7457	6.4505	6.024	6.1304	6.7532	6.4038	7.2685
ENSG00000148680.16	6.1229	5.8459	7.0013	6.0108	6.4478	6.4119	6.533	4.5775	6.5839	7.1109	5.565	7.1911	6.7332	7.6025	5.4497
ENSG00000148688.13	8.5719	8.6344	8.4516	8.4316	8.551	9.0917	8.8919	8.5195	8.7521	8.7015	8.692	8.8816	9.1019	9.0619	8.8909
ENSG00000148690.12	8.3019	8.4544	8.4516	8.5216	8.591	9.1917	9.1818	8.9502	8.992	8.1814	8.552	9.0016	8.9919	8.892	9.1711
ENSG00000148700.15	12.5717	12.2542	12.3817	12.5317	12.6519	13.3317	12.9016	12.9223	12.3016	12.5918	12.5416	12.6018	12.6216	12.5716	12.902
ENSG00000148702.15	11.0117	10.6542	11.4617	11.7417	10.5117	5.5021	8.0621	10.3016	10.7517	10.4317	4.9667	11.8717	10.4717	10.0818	10.2216
ENSG00000148704.13	0	0	1.0312	0	0	0	0	0	0	0	1.4701	0	0	0	0
ENSG00000148719.15	10.5217	10.6742	10.6017	10.6017	10.6917	10.4617	10.3217	10.6418	10.5517	10.5917	10.6417	10.4517	10.3917	10.4617	10.4017
ENSG00000148730.7	12.2417	12.2642	12.6417	12.1517	12.6119	12.8817	12.6516	12.9323	12.5016	12.2218	12.2616	12.3618	12.6116	12.3816	12.682
ENSG00000148734.8	7.1523	7.1648	7.4914	7.2813	7.0793	6.8819	7.2224	7.4663	7.3629	7.281	6.843	7.3712	7.0129	7.3128	8.1001
ENSG00000148735.15	9.8117	8.7144	10.3617	10.0617	10.2517	5.1522	6.7328	10.3916	10.0918	9.2616	7.4125	10.1417	9.6318	8.3921	8.5706
ENSG00000148737.17	9.3118	8.6444	9.2616	9.2816	9.4414	9.5717	9.1618	9.581	9.1719	8.8215	8.662	9.0416	8.9519	8.912	8.8409
ENSG00000148773.14	9.9217	9.1743	9.5717	8.9016	8.2508	7.6118	10.0917	7.1447	10.0618	9.5416	9.4518	9.2816	8.842	9.0519	10.0916
ENSG00000148795.7	2.2498	2.236	1.0312	2.3696	2.583	3.1537	2.4739	0	3.2449	0	2.4412	2.3939	1.4638	0.9042	1.9034
ENSG00000148798.11	7.1822	8.2645	6.471	6.2909	5.6046	6.072	7.0126	5.8334	5.0582	6.1502	9.2319	6.2605	8.2521	6.3439	6.0036
ENSG00000148803.12	6.9923	7.6346	6.9312	7.5314	6.5682	6.9018	7.2125	6.9335	7.5128	8.0213	7.4125	6.8309	6.9829	7.3627	6.7771
ENSG00000148814.18	8.6419	8.6044	9.0016	8.8116	9.0112	8.2918	8.372	8.81	8.3722	8.6215	8.532	8.7616	8.532	8.672	8.991
ENSG00000148824.19	9.7617	9.4443	9.9317	9.7317	9.8416	8.4217	8.8619	9.7412	9.5019	9.7517	9.6018	9.0716	8.9519	9.1019	8.7308
ENSG00000148826.9	7.5021	3.7318	3.7671	2.1476	4.3645	2.4151	4.0391	6.228	3.2449	6.5706	6.853	3.0403	3.1506	2.2803	3.0895
ENSG00000148832.16	6.8824	6.6052	7.2913	7.4414	7.3497	6.5419	6.463	6.6214	6.474	7.5111	7.6524	6.971	7.1128	7.1329	6.7771
ENSG00000148834.13	10.9917	11.2342	10.7217	10.6517	10.7017	10.4217	10.7017	10.0714	10.9317	10.9917	10.6717	10.5917	11.0317	10.4617	10.7418
ENSG00000148835.11	7.892	7.5747	7.5814	7.6914	7.7503	7.4618	7.6622	8.2589	7.8825	7.5212	7.7923	7.9314	8.0023	7.8624	7.7195
ENSG00000148840.11	10.1817	9.9842	10.1817	10.5117	9.9716	9.7917	9.9418	10.5217	10.1518	9.8417	9.7118	9.8917	9.7218	9.8118	9.5714
ENSG00000148841.17	10.4817	10.2142	10.6917	10.8717	9.6515	10.7717	11.7017	9.1004	10.4017	10.2517	10.1117	10.0017	10.0618	10.1917	9.1011
ENSG00000148842.18	10.0717	9.9742	10.0917	9.8317	9.9316	10.2917	10.1417	10.4817	10.0818	9.8717	10.4217	9.9117	9.8918	9.8118	9.7114
ENSG00000148843.15	11.2917	10.9742	11.0317	11.2117	11.1218	10.5317	10.7417	11.1219	11.0817	11.2317	10.9917	11.0417	10.8617	10.9917	11.0618
ENSG00000148848.14	10.2717	10.5042	10.9217	11.2317	8.9512	9.9017	12.4616	7.6771	10.2017	10.9117	9.9718	10.4417	9.9718	11.7416	9.9315
ENSG00000148908.15	9.3118	9.6743	9.4217	9.3317	8.7811	9.4217	9.7218	7.2654	9.5219	10.1017	9.3518	9.5316	9.5218	9.7218	8.7208
ENSG00000148925.10	10.3417	10.3442	9.7117	9.8717	10.1116	10.2717	10.2717	9.8312	10.0418	10.3117	10.2217	10.2917	10.4217	10.1018	10.4417
ENSG00000148926.10	9.7917	8.0045	6.8412	8.1315	7.9705	9.9317	7.9921	6.8933	7.5128	7.251	7.8923	7.0811	7.4226	7.1629	8.2803
ENSG00000148935.11	7.952	7.8846	7.9415	8.1615	8.9812	6.6819	6.503	8.7198	8.2623	7.7713	7.0928	8.0114	8.602	7.3427	8.8609
ENSG00000148942.15	1.5218	1.9213	1.6214	2.3696	1.8021	2.3054	0.9372	1.4627	0.8857	3.2698	1.8756	0	1.4638	0.9042	3.7419
ENSG00000148943.12	10.7017	10.6342	10.6217	10.5317	10.5317	11.4217	11.2317	11.8421	11.2717	10.3617	10.8617	11.4617	11.5317	11.1817	11.5819
ENSG00000148948.8	6.3027	7.4947	7.0913	7.2713	6.4879	8.2918	8.9919	5.5392	6.5339	7.9513	8.1522	7.1511	6.5334	8.2822	7.0981
ENSG00000148950.11	7.0423	7.4147	6.9112	6.7312	7.0893	7.3618	6.8127	7.3457	7.4029	6.8608	7.5325	7.1611	7.4725	7.1429	7.6093
ENSG00000148965.10	3.1414	3.2846	2.3696	1.0312	2.1213	1.5579	1.1578	0	1.9016	3.2698	0	0	0	1.7094	3.225
ENSG00000148985.20	8.7518	8.5544	9.0816	8.9116	9.3814	7.7318	8.0021	9.4709	8.4322	9.1016	8.552	8.6815	8.3721	8.2322	8.9109
ENSG00000149016.16	8.9518	8.8544	9.1816	9.1616	9.3214	8.6717	8.212	9.3307	8.7621	9.0616	8.9619	8.7115	8.552	8.652	8.8309
ENSG00000149021.7	4.7748	4.5984	0	1.0312	0	0	0	0	0	3.0983	0	0	0	0	0
ENSG00000149043.16	6.8224	7.9945	6.7011	7.4914	9.8916	4.5625	5.3945	6.8027	6.1048	7.6612	6.3535	5.5197	5.4953	5.3561	6.8473
ENSG00000149050.10	8.1919	8.0145	8.2815	8.1315	8.2608	8.1618	8.232	8.7299	8.5022	7.9413	7.8623	8.7215	8.592	8.3621	8.6107
ENSG00000149054.16	6.8224	7.1549	7.1913	7.2813	7.3998	7.4718	8.9119	8.1386	7.8325	7.0009	6.4334	7.2311	7.5425	8.752	7.6393
ENSG00000149084.13	11.0317	10.8442	10.6917	10.9417	10.7917	11.4717	11.0217	11.6921	11.4916	10.4917	10.9017	11.0717	11.0817	11.0717	11.5019
ENSG00000149089.13	8.9918	9.3543	8.7716	8.8116	9.1113	8.8717	8.7419	9.0404	9.042	8.9516	9.0019	9.1316	9.2619	8.972	9.6714
ENSG00000149090.11	9.6818	9.6843	9.6917	9.6817	9.8916	10.2417	9.0719	8.7299	8.842	9.2916	8.722	9.8917	9.5618	9.7318	8.8209
ENSG00000149091.15	10.5917	10.3142	10.6617	10.5917	10.5517	9.8817	9.9617	10.6518	10.2317	10.9017	10.9617	10.0417	10.1017	10.0418	10.1216
ENSG00000149100.13	11.5717	11.8042	11.6017	11.5617	11.7118	12.0017	11.9017	11.9922	11.9116	11.7218	11.6017	11.8117	12.2216	11.8916	12.162
ENSG00000149115.14	12.0917	12.2042	12.1717	12.4017	12.1319	11.9317	11.5317	11.462	11.7616	12.0118	12.0416	11.9917	11.3817	11.9116	11.4819
ENSG00000149124.11	4.1664	4.6482	1.0312	0	4.8898	7.8018	1.9048	0	0	4.1955	3.4265	0	3.4174	1.451	1.9034
ENSG00000149131.16	12.4417	12.2842	12.9017	12.9017	12.5219	13.0717	12.9116	11.7621	12.7816	12.6118	12.6716	12.7218	12.3816	12.5416	11.6419
ENSG00000149133.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149136.9	11.4317	11.3742	11.4917	11.5017	11.4218	11.0817	11.1217	11.4921	11.4916	11.6217	11.4417	11.3717	11.4917	11.2817	11.4519
ENSG00000149150.9	10.4517	9.6443	11.7117	11.4017	12.2319	8.8717	8.552	12.5222	11.0517	11.5617	8.642	10.8517	11.0617	9.5518	12.302
ENSG00000149177.13	12.0017	11.9242	12.2717	11.9717	11.6218	11.0517	11.7817	11.262	12.0616	12.1718	12.3916	12.0217	11.6316	12.1316	11.4219
ENSG00000149179.14	9.2118	9.2843	9.0116	9.3017	9.1913	8.7817	8.6519	9.2707	8.822	9.2016	9.3418	9.0516	8.802	8.962	9.0711
ENSG00000149182.15	11.2617	11.3542	11.3517	11.3417	11.5018	11.0517	10.6717	11.292	11.3316	11.4417	11.3817	11.1617	11.1517	11.1717	11.2318
ENSG00000149187.18	12.3317	12.2142	12.1817	12.2017	12.1119	12.0917	12.2517	12.2322	12.1616	12.0518	12.2516	12.1818	12.1616	12.2116	12.1219
ENSG00000149196.16	9.2418	9.5143	9.0116	9.1916	9.0213	9.4717	9.4418	9.1605	8.942	9.6216	9.4718	9.2016	9.4018	9.4618	9.4513
ENSG00000149201.10	5.0443	4.8976	4.8696	5.15	4.9503	5.982	4.826	3.7326	5.1279	5.359	4.5882	4.668	4.4692	5.785	5.5807
ENSG00000149212.12	12.1117	12.5042	12.2517	11.9817	12.3619	13.3817	13.5516	11.6521	11.9416	11.7518	12.5416	12.5218	12.4416	12.9916	12.1019
ENSG00000149218.5	10.6017	10.9642	10.3417	10.6317	10.4717	11.7317	11.2117	10.2315	10.4217	10.8817	11.3517	10.8017	10.6817	10.9117	11.0118
ENSG00000149231.15	10.4817	10.3442	10.5417	10.8517	10.8918	10.9617	11.1917	10.9519	10.8917	10.1117	10.2017	10.8717	11.1317	10.9517	11.0718
ENSG00000149243.15	4.665	5.7261	5.2301	5.8106	5.8055	4.5025	4.5768	5.9651	4.2928	5.6294	6.044	4.3371	4.2902	5.2664	4.8331
ENSG00000149256.16	9.5418	10.2542	10.2617	10.1817	8.8512	10.1017	11.3717	7.6671	9.6318	10.0417	10.7117	9.6517	9.1919	10.5117	9.001
ENSG00000149257.15	12.3417	12.7141	11.9617	12.8217	11.5018	12.3717	12.9616	9.9613	12.0016	12.9818	13.0316	12.2818	11.1817	12.9116	12.0919
ENSG00000149260.18	10.0117	9.4143	9.4217	9.1216	9.8816	9.3617	9.1818	8.9402	8.2723	9.9417	9.7118	8.4815	8.2921	8.732	9.6314
ENSG00000149262.17	10.0917	9.8342	10.2517	10.0517	10.0516	10.0017	10.1217	10.3316	10.2517	10.3517	10.0917	10.1017	10.2617	10.2117	10.2816
ENSG00000149269.10	11.0917	10.7742	10.6117	10.6117	10.6117	9.9917	10.6917	10.3116	10.8717	10.9817	10.6517	10.7117	10.7617	10.8317	11.0718
ENSG00000149273.15	14.2417	14.5341	14.1517	14.2317	14.3219	14.4117	13.9316	14.3524	14.2316	14.8218	14.5516	14.0718	14.3916	14.1716	14.172
ENSG00000149289.11	10.6317	10.6942	10.7517	10.7717	10.6517	10.8417	11.1017	10.9519	11.3116	10.3217	10.5217	11.0217	11.0417	11.1517	10.4917
ENSG00000149292.16	8.9118	9.3043	9.6017	9.0616	9.6715	8.9517	8.8919	8.9803	9.5019	8.6915	9.4018	9.6717	9.4518	9.2519	8.7708
ENSG00000149294.16	10.7617	11.5742	10.0817	10.5117	10.0716	9.1317	10.2017	8.319	10.6717	10.2017	10.3317	10.2917	9.8018	11.6416	8.02
ENSG00000149295.14	2.7346	4.2196	3.7571	3.7571	1.8021	2.984	3.3438	2.6481	2.3843	3.6828	3.5453	4.1765	3.6451	2.6416	1.2495
ENSG00000149300.10	8.6419	8.6444	8.8916	8.7016	8.9912	5.6821	6.5629	8.6898	8.8021	8.5915	6.7531	8.8916	8.9019	8.1223	8.941
ENSG00000149305.7	6.5825	6.6152	6.9913	7.0013	6.949	6.7919	6.9526	7.6671	6.8135	6.8308	6.6732	7.031	6.7132	6.7533	7.4389
ENSG00000149308.17	10.4917	10.5742	10.4817	10.3517	10.2917	11.0517	11.0517	10.7518	10.8017	10.2317	10.6017	10.8017	10.9517	11.0117	10.6617
ENSG00000149311.18	13.2017	13.2041	13.3517	13.3017	13.2019	13.5317	13.8916	13.8024	13.4916	13.1518	13.3516	13.4718	13.7116	13.9716	13.652
ENSG00000149313.11	10.1317	10.2142	10.0517	10.1117	10.2116	10.1517	10.1317	10.5917	10.6117	9.5716	10.0118	10.5817	10.6717	10.3217	10.6517
ENSG00000149328.15	8.4019	8.0945	8.7216	9.0216	8.9912	6.042	6.483	9.3007	7.9824	8.4214	8.3821	8.3615	8.3521	7.6625	9.1711
ENSG00000149346.15	9.7518	9.6043	9.7817	9.6917	9.9316	9.3217	9.6418	10.1215	9.7018	9.7817	9.4718	9.9617	9.9418	10.0818	9.8515
ENSG00000149357.10	10.4117	10.6142	10.2217	10.3917	10.2617	10.2117	10.1217	9.7011	10.3117	10.8717	10.7217	10.1317	10.1117	10.2117	9.9515
ENSG00000149380.12	7.3822	7.5047	7.5814	8.0415	6.929	6.7719	8.482	3.531	6.5839	7.7412	7.5325	7.3412	7.3027	8.692	6.9778
ENSG00000149403.13	2.5068	2.7197	3.225	1.0312	2.2479	3.4434	2.4739	2.1681	2.1326	1.6554	2.8538	2.3939	2.6584	2.4167	2.3597
ENSG00000149418.11	12.1317	11.6342	12.0517	11.9917	12.0519	8.5617	10.5417	11.6921	11.5516	11.9518	11.0617	11.7317	11.3617	11.2717	11.8519
ENSG00000149428.19	12.5417	12.6541	13.2217	12.5517	12.6219	11.2317	11.8617	14.0524	12.3416	13.2618	12.6816	12.3618	11.9416	12.0316	12.792
ENSG00000149435.12	1.8457	2.9078	3.727	2.6417	3.1622	1.0008	0.9468	0	3.4814	3.2799	0	3.423	3.8433	2.8279	2.3811
ENSG00000149443.7	0	0	1.0312	0	0	0	0	0	0.8857	0	0	1.0466	0	1.451	0
ENSG00000149451.18	8.8718	9.2843	8.8916	9.2516	9.9516	10.9217	9.8918	8.1686	7.4029	9.6616	10.5217	8.4215	7.9123	9.1619	7.8998
ENSG00000149452.16	0	0.948	0	0	0	0.9909	0	0	0	2.0846	0.9183	0	0	0	0
ENSG00000149474.13	9.8217	9.6343	9.4117	9.4217	9.5015	9.5017	9.2418	9.8813	9.4319	9.8617	9.7718	9.8417	9.6318	9.7018	9.4813
ENSG00000149476.15	9.5818	9.4843	9.5617	9.6417	9.9916	9.0617	8.562	9.521	9.3519	9.6916	9.6518	8.9416	9.1019	8.812	9.3612
ENSG00000149480.7	11.2617	11.1442	10.8617	10.9317	10.7217	11.1817	10.8517	10.5617	11.0517	11.4017	11.4317	10.8117	10.7517	10.9817	10.7718
ENSG00000149483.12	9.1518	9.1343	8.9616	9.0516	8.8212	9.2317	9.0819	9.2206	9.112	9.1416	9.4518	9.0916	8.852	9.0819	9.3112
ENSG00000149485.19	10.2917	10.6042	9.6617	9.8117	9.4314	10.9417	10.3617	10.1215	11.1217	10.1217	10.9317	9.7117	10.0518	10.1517	10.1416
ENSG00000149488.13	3.2407	4.708	4.3086	4.9197	4.7688	5.712	3.9695	4.0689	3.3631	4.5669	6.044	4.5477	4.1511	3.3993	4.1313
ENSG00000149489.8	6.0829	6.5652	5.9908	6.5511	6.3375	7.0718	6.2632	5.8841	6.1946	6.8408	7.3326	6.2205	6.3037	6.1642	6.1544
ENSG00000149499.11	10.0617	10.0342	10.0417	9.9517	9.7015	10.0317	9.9318	9.1906	9.8418	10.2817	10.3817	9.6717	9.4918	9.8418	9.4613
ENSG00000149503.13	8.6219	8.2445	8.7016	8.5616	8.2608	8.2718	8.402	8.8	8.4822	8.8515	8.632	8.5515	8.0922	8.1023	8.6807
ENSG00000149506.11	2.2498	3.0763	2.6316	2.8631	3.6128	3.5632	0.9372	0	0.8857	2.9064	3.9321	3.2519	1.8683	2.1636	2.7006
ENSG00000149507.7	0	0	0	0	0	0	0	0	0.8857	0	0	0	0	0	0
ENSG00000149516.14	2.2498	0.948	0	3.0542	2.583	2.5648	1.4958	1.4627	1.4258	2.4101	4.1605	0	0	2.1636	1.2495
ENSG00000149527.18	8.132	9.8342	9.9717	8.7416	7.9405	8.5317	8.562	6.9537	7.3829	8.5015	10.9217	8.2815	6.2039	7.5925	8.2202
ENSG00000149531.15	7.872	7.3747	7.3914	7.1113	7.5701	7.7318	8.1421	7.406	7.5028	7.131	7.4125	8.2315	8.2022	7.4826	8.2102
ENSG00000149532.15	10.7417	10.6642	10.9417	10.7417	10.9518	10.6817	10.7017	10.9719	10.8117	10.6917	10.8717	10.7917	10.6117	10.8317	10.7017
ENSG00000149534.9	6.6725	7.9445	7.0913	7.9015	8.7011	10.0017	9.1618	7.0744	7.3429	8.0413	9.4818	7.4812	7.3226	8.2622	8.2002
ENSG00000149541.10	9.5518	9.6843	9.3017	9.4917	9.4414	8.7017	8.9219	8.6197	9.102	9.7717	9.9518	9.1816	8.762	9.2919	9.041
ENSG00000149547.15	11.2917	11.2842	11.2917	11.1917	11.3518	10.9517	10.8517	11.6921	11.1517	11.4017	11.3017	11.1817	11.2317	11.0217	11.9519
ENSG00000149548.15	6.6825	6.6651	6.8312	6.8112	7.6702	7.2018	6.8627	8.1085	7.8925	7.301	6.7431	7.031	7.9523	7.7624	7.9799
ENSG00000149554.13	6.7325	6.5053	6.481	6.371	6.4679	7.0618	7.1925	6.5609	7.4828	6.7907	7.0128	6.7709	6.953	6.8732	7.5792
ENSG00000149557.14	7.842	8.5944	7.8615	8.3316	7.9205	9.7717	9.3518	6.6919	7.7026	9.0716	9.1519	8.1714	8.1322	8.862	8.2303
